"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Ireland","IRL","Population, female","SP.POP.TOTL.FE.IN","1405831","1404722","1411077","1419582","1426623","1432123","1438067","1445104","1451851","1460506","1472757","1489957","1512053","1536230","1561609","1587248","1611129","1632884","1656146","1678562","1698555","1719527","1737174","1751107","1763707","1768275","1770834","1772786","1766936","1761534","1764441","1775816","1788932","1798618","1806234","1815821","1830397","1848832","1867943","1888428","1912608","1941607","1972516","2002796","2038088","2082083","2138949","2202408","2249100","2273788","2288159","2300365","2312598","2327242","2346334","2369916","2397252","2423138","2445530",
"Iran, Islamic Rep.","IRN","Population, female","SP.POP.TOTL.FE.IN","10664294","10938967","11222528","11515354","11817945","12130790","12455266","12791911","13139511","13496216","13861467","14237175","14626714","15033113","15460063","15911834","16385760","16885605","17429428","18040659","18734129","19512742","20365395","21274553","22215342","23165833","24123295","25081290","26009803","26872237","27643252","28308489","28875353","29367858","29822348","30265944","30707556","31141806","31565037","31969249","32350332","32708518","33051969","33393694","33750768","34135596","34554193","35003857","35477414","35963320","36453187","36943797","37437780","37939238","38454578","38987460","39538741","40103599","40673061",
"Iraq","IRQ","Population, female","SP.POP.TOTL.FE.IN","3623130","3710328","3803878","3905085","4015387","4135685","4266752","4408176","4558068","4713726","4873132","5035489","5201121","5370491","5544476","5723626","5907609","6095699","6287575","6482826","6680938","6883052","7088776","7294466","7495241","7688321","7871841","8048803","8227281","8418332","8630019","8864750","9120532","9395408","9685732","9988362","10302435","10627534","10961148","11300271","11642094","11990000","12343260","12690607","13017248","13315176","13574015","13803271","14038771","14329619","14708900","15192743","15765016","16386982","17002627","17571674","18080731","18542416","18973992",
"Iceland","ISL","Population, female","SP.POP.TOTL.FE.IN","86862","88554","90200","91813","93460","95095","96709","98282","99622","100548","101075","101903","103409","104994","106449","107846","108966","109823","110741","111886","113134","114500","116098","117706","119019","120010","120942","122314","124282","125860","126878","128382","130026","131382","132554","133321","134111","135285","136821","138548","140483","142368","143616","144563","145744","147947","151292","154970","157684","158089","157818","158360","159347","161052","163026","164840","167168","171100","176084",
"Israel","ISR","Population, female","SP.POP.TOTL.FE.IN","1042102","1077979","1132438","1176166","1224707","1268979","1301970","1359433","1388138","1425069","1473958","1522481","1563564","1630337","1681837","1722829","1763771","1805674","1845872","1895183","1941964","1981170","2018401","2054815","2081121","2117545","2150010","2184578","2221209","2260490","2334317","2483653","2576891","2652676","2728024","2806298","2883785","2958648","3028056","3106541","3189814","3265659","3331477","3391311","3450869","3511390","3573339","3636807","3701329","3789762","3857885","3927384","3997503","4069325","4144596","4224040","4304343","4385417","4468131",
"Italy","ITA","Population, female","SP.POP.TOTL.FE.IN","25781724","25951734","26125618","26314528","26528411","26747563","26949208","27136573","27299881","27447369","27587663","27713672","27870492","28061586","28250049","28426374","28579143","28714320","28830688","28924861","28989671","29022981","29037436","29038141","29035987","29039762","29041549","29048643","29069794","29100094","29133098","29161666","29189841","29216050","29230518","29239619","29257140","29282100","29298030","29305570","29314804","29319124","29344004","29453801","29628207","29765643","29856811","30017653","30230970","30380949","30480264","30531102","30605836","30949950","31219344","31172015","31100617","31034053","30959288",
"Jamaica","JAM","Population, female","SP.POP.TOTL.FE.IN","844639","858233","873266","888710","903150","915581","925539","933530","940751","948923","959241","972222","987388","1003708","1019693","1034280","1047015","1058330","1069126","1080730","1094022","1109385","1126317","1143833","1160473","1175237","1187755","1198414","1207848","1217037","1226696","1236980","1247678","1258706","1269853","1280967","1292040","1303098","1314097","1324996","1335712","1346280","1356671","1366614","1375791","1384010","1391125","1397295","1402943","1408658","1414889","1421759","1429155","1436907","1444749","1452473","1460040","1467502","1474790",
"Jordan","JOR","Population, female","SP.POP.TOTL.FE.IN","445341","464940","482636","501837","527235","561888","607312","661683","720581","777743","828616","871981","909148","941204","970167","997752","1023978","1048874","1074317","1102605","1135478","1174032","1218205","1267084","1319138","1373373","1428638","1485577","1547058","1617042","1697809","1791153","1894681","2001373","2101643","2188755","2261043","2321181","2372338","2419563","2467250","2515649","2565697","2623538","2696791","2790858","2906577","3042285","3197344","3370178","3558245","3762333","3978944","4195840","4397141","4571245","4713816","4827067","4914250",
"Japan","JPN","Population, female","SP.POP.TOTL.FE.IN","46968886","48207257","48658594","49156411","49669834","50202076","50654693","51118455","51275872","52332406","52912442","53582725","54323027","54759782","55802024","56691997","57105173","57653310","58174911","58666221","59128248","59567871","59975733","60389917","60780872","61163308","61550258","61869882","62152433","62425695","62656610","62867391","63038682","63209656","63442409","63705123","63889964","64068450","64270738","64416737","64552735","64735890","64913391","65078698","65126513","65158293","65225132","65325239","65380944","65394930","65426397","65322287","65232594","65151607","65078022","65022509","64962126","64870705","64755294",
"Kazakhstan","KAZ","Population, female","SP.POP.TOTL.FE.IN","5151287","5366354","5577229","5779315","5967487","6138297","6289032","6420609","6537896","6648125","6756619","6865337","6973008","7077883","7176992","7268444","7351640","7428327","7501690","7576096","7654551","7736928","7821748","7908782","7997465","8086461","8177101","8267051","8346858","8364311","8411885","8463329","8457889","8404413","8288105","8151261","8038600","7924803","7802050","7739277","7723769","7714021","7713815","7736353","7785456","7849892","7928259","8014140","8107052","8318483","8432075","8549430","8667200","8790043","8918252","9047892","9176388","9301579","9424698",
"Kenya","KEN","Population, female","SP.POP.TOTL.FE.IN","4047667","4178653","4315826","4459320","4609219","4765716","4928995","5099586","5278316","5466215","5664105","5872492","6091549","6321395","6562002","6813431","7075558","7348651","7633494","7931124","8242115","8566578","8903848","9252618","9611153","9977978","10352501","10734367","11122674","11516497","11915023","12318057","12725318","13135952","13548985","13963914","14380692","14800079","15223507","15652936","16090116","16535255","16988954","17453830","17933059","18428800","18941784","19471137","20015280","20571794","21138523","21715397","22301790","22894329","23488781","24082197","24672847","25261513","25850894",
"Kyrgyz Republic","KGZ","Population, female","SP.POP.TOTL.FE.IN","1140195","1183360","1223111","1264216","1305994","1345941","1388118","1429956","1471924","1510581","1542510","1572144","1602848","1633029","1665699","1698102","1730047","1761992","1793362","1825847","1858659","1893092","1930234","1970100","2009177","2045606","2082658","2120184","2155156","2197763","2237570","2271576","2295049","2292965","2289711","2310631","2343544","2376924","2412884","2448183","2476441","2498567","2519816","2544649","2574527","2603616","2632847","2660134","2687890","2722306","2755564","2788474","2833345","2887600","2943790","3003502","3064742","3124778","3184804",
"Cambodia","KHM","Population, female","SP.POP.TOTL.FE.IN","2866293","2942448","3021178","3099826","3174820","3243701","3303875","3355997","3404674","3456519","3515468","3586560","3666461","3740935","3790346","3802295","3769640","3701318","3620780","3560811","3544774","3581699","3664198","3779137","3905870","4029356","4145502","4259227","4375070","4500623","4640916","4796433","4963364","5137265","5311989","5482780","5648216","5808472","5962342","6108948","6247765","6378244","6500505","6615660","6725423","6831356","6933498","7032439","7131011","7232758","7340167","7454441","7574881","7699625","7825747","7951003","8074938","8197862","8319296",
"Kiribati","KIR","Population, female","SP.POP.TOTL.FE.IN","20871","21384","21920","22446","22977","23494","24000","24497","24977","25424","25873","26287","26696","27084","27485","27891","28315","28763","29218","29654","30080","30470","30833","31225","31706","32309","33069","33957","34900","35804","36585","37222","37739","38196","38659","39201","39828","40524","41277","42050","42808","43558","44300","45071","45912","46835","47867","48983","50132","51244","52260","53169","53985","54738","55483","56248","57048","57869","58724",
"St. Kitts and Nevis","KNA","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population, female","SP.POP.TOTL.FE.IN","12423219","12788775","13156387","13528830","13890869","14253445","14622546","14975581","15335490","15694974","16049457","16376071","16692398","16995554","17293784","17591165","17877598","18161048","18441093","18724853","19020941","19322233","19625423","19918812","20167188","20366551","20568735","20769887","20970814","21175006","21379777","21586910","21806377","22023192","22241156","22462999","22676995","22891404","23059119","23225602","23422063","23603054","23739931","23863421","23959241","24012641","24143347","24271299","24462878","24595825","24724979","24921589","25058260","25177505","25340846","25479412","25599155","25713661","25802456",
"Kuwait","KWT","Population, female","SP.POP.TOTL.FE.IN","96255","107904","122124","139040","158762","181252","206575","234461","264094","294389","324500","354266","383704","412381","439837","465855","489980","512476","534743","558720","585719","615308","646687","680201","716265","754531","797330","843147","883326","906289","904738","873726","","","","673452","679437","713059","763115","812696","849901","870894","880682","886770","900459","929713","976167","1036445","1107380","1183911","1261884","1340817","1420642","1498150","1569554","1632171","1684486","1727029","1761853",
"Latin America & Caribbean (excluding high income)","LAC","Population, female","SP.POP.TOTL.FE.IN","102071575","104961543","107941002","110997793","114115004","117279507","120487352","123739413","127033762","130369768","133747071","137163362","140618003","144115039","147660227","151257880","154906047","158602693","162351456","166157094","170020858","173943734","177918686","181929184","185953421","189974472","193984339","197982803","201970234","205950163","209924400","213888525","217837169","221769903","225687202","229587731","233472391","237335638","241162460","244933511","248635180","252261702","255817441","259312413","262761671","266177264","269559999","272908375","276228795","279528569","282757255","286054394","289331950","292578035","295776069","298914552","301985560","304993890","307955314",
"Lao PDR","LAO","Population, female","SP.POP.TOTL.FE.IN","1078624","1103567","1129104","1155302","1182213","1209897","1238089","1266777","1296508","1328005","1361663","1398186","1437030","1475754","1511025","1540697","1563687","1581346","1597016","1615390","1639913","1671660","1709732","1753194","1800352","1849894","1901515","1955468","2011477","2069299","2128615","2189342","2250984","2312276","2371677","2428075","2480939","2530573","2577776","2623778","2669547","2715259","2760759","2806355","2852330","2898882","2946267","2994514","3043266","3091997","3140340","3188105","3235487","3283006","3331376","3381100","3432336","3484781","3537857",
"Lebanon","LBN","Population, female","SP.POP.TOTL.FE.IN","897327","926736","956530","985747","1013166","1038024","1059479","1077939","1095360","1114512","1137200","1164446","1195138","1226365","1254041","1275310","1289209","1296935","1300392","1302491","1305470","1310530","1317476","1325593","1333563","1340845","1346079","1350707","1360233","1382017","1420693","1479635","1555724","1639252","1716740","1778930","1821083","1846962","1866160","1892741","1936278","2002516","2087070","2177524","2256034","2311069","2334551","2333657","2330162","2354617","2427288","2557140","2732732","2929088","3110532","3251219","3343567","3394924","3412784",
"Liberia","LBR","Population, female","SP.POP.TOTL.FE.IN","551383","564170","577297","590789","604692","619073","633951","649360","665392","682172","699771","718246","737601","757915","779274","801724","824767","848251","872948","899898","929538","962679","998216","1032268","1059656","1076855","1083324","1080878","1071370","1057646","1042516","1024788","1005704","993347","998216","1027056","1084489","1166667","1261465","1351642","1425057","1476824","1511237","1536378","1564579","1604644","1658937","1723965","1795578","1867318","1934522","1996147","2053821","2108715","2162849","2217749","2273575","2329842","2386768",
"Libya","LBY","Population, female","SP.POP.TOTL.FE.IN","705220","729096","754527","781735","810994","842489","876274","912300","950499","990792","1033076","1077307","1123416","1171153","1220212","1270346","1321401","1373325","1426069","1479628","1533963","1588948","1644441","1700418","1756875","1813755","1870981","1928351","1985527","2042109","2097727","2152383","2206008","2258244","2308654","2356981","2402984","2446932","2489733","2532626","2576521","2621568","2667468","2714114","2761243","2808557","2856544","2904994","2952100","2995440","3033544","3065376","3092040","3116814","3144228","3177417","3217549","3263400","3312782",
"St. Lucia","LCA","Population, female","SP.POP.TOTL.FE.IN","46591","47267","47907","48542","49212","49943","50746","51604","52477","53284","53991","54586","55072","55522","55994","56532","57163","57875","58641","59426","60201","60965","61716","62499","63359","64333","65433","66634","67890","69109","70251","71268","72196","73069","73953","74891","75912","76984","78064","79081","79976","80740","81388","81996","82658","83466","84432","85525","86668","87739","88660","89400","89986","90462","90914","91374","91867","92371","92873",
"Latin America & Caribbean","LCN","Population, female","SP.POP.TOTL.FE.IN","109960026","113010075","116154336","119378906","122656981","125974530","129326390","132713491","136139898","139608182","143122267","146682311","150283441","153931624","157629660","161379358","165179351","169026467","172928136","176884708","180899652","184969591","189090145","193246096","197418497","201592484","205759888","209919711","214072098","218220485","222367851","226504137","230626603","234737831","238833260","242908096","246966824","250996041","254975787","258892307","262730281","266487366","270170242","273790010","277363262","280902451","284406623","287875976","291319085","294742412","298095485","301502295","304886422","308243340","311552327","314811896","318016362","321160887","324231292",
"Least developed countries: UN classification","LDC","Population, female","SP.POP.TOTL.FE.IN","120639370","123474619","126409119","129454591","132626792","135934230","139388089","142978603","146668267","150405781","154157190","157907276","161674985","165498769","169434387","173523625","177784018","182209066","186787089","191496624","196324945","201270305","206348967","211587071","217019320","222671135","228547745","234642974","240955877","247481767","254213851","261158695","268308668","275624519","283055146","290565726","298137371","305783194","313539797","321461846","329588292","337935557","346490008","355224633","364098552","373084432","382176296","391391878","400756693","410306218","420068252","430047560","440242394","450665468","461330056","472243994","483411746","494826898","506471914",
"Low income","LIC","Population, female","SP.POP.TOTL.FE.IN","80600891","82359064","84164497","86035193","87996967","90067558","92253150","94545703","96931656","99390875","101908296","104480539","107110729","109798280","112544085","115349192","118218506","121153315","124148104","127194998","130292196","133438587","136648438","139954572","143400020","147017813","150816275","154793397","158958135","163317418","167872984","172638379","177606475","182732142","187954499","193232559","198548827","203922935","209396715","215031863","220874193","226927890","233180629","239640354","246312765","253196130","260313266","267651676","275131498","282643908","290117895","297520267","304894320","312340175","319999867","327979003","336299304","344937977","353900056",
"Liechtenstein","LIE","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population, female","SP.POP.TOTL.FE.IN","4691265","4818079","4946315","5076547","5209709","5346282","5486502","5629543","5773646","5916455","6056297","6192273","6324788","6455043","6584913","6715686","6847896","6980893","7113326","7243275","7369465","7491039","7608690","7724463","7841285","7961079","8084452","8210174","8336172","8459472","8577749","8691189","8800083","8902530","8996222","9080003","9152437","9215252","9274388","9337950","9411700","9497850","9594603","9698708","9805025","9909658","10011653","10111804","10210056","10306757","10402010","10495716","10531391","10634412","10752531","10867851","11001870","11137692","11264078",
"Lower middle income","LMC","Population, female","SP.POP.TOTL.FE.IN","457869875","468214449","478926528","489983957","501350881","512999366","524927772","537143965","549660519","562494551","575660190","589167743","603028061","617257810","631882559","646917823","662355328","678197953","694490694","711291529","728630461","746544400","764921745","783724290","802813355","822063217","841459129","860997153","880662146","900450815","921293304","941180249","961153310","981089048","1000914726","1020754585","1040691031","1060690963","1080679326","1100564544","1120401916","1140144583","1159824224","1179512984","1199227811","1218991179","1238817509","1258730250","1278756624","1298931684","1319407054","1340020476","1360624645","1381336138","1402023395","1422746080","1443401052","1463982449","1484532138",
"Low & middle income","LMY","Population, female","SP.POP.TOTL.FE.IN","1126535122","1141322106","1162540689","1189690359","1217098593","1245393020","1275499899","1305647163","1336642803","1368826600","1401840637","1435542681","1468795875","1502028242","1535052801","1567479328","1599662740","1631613901","1664132073","1697425769","1731256149","1766133230","1802686942","1839832228","1877012766","1914880218","1953768044","1993660042","2033914106","2073929661","2114573448","2153668148","2192042561","2230005428","2267722718","2305253588","2342696130","2380144751","2417314017","2453885852","2490000211","2525539270","2560715477","2595943367","2631275296","2666848604","2702573217","2738407239","2774630065","2811346509","2848285632","2885608536","2923179896","2961210608","2999538121","3038101845","3077016892","3116115481","3154577867",
"Lesotho","LSO","Population, female","SP.POP.TOTL.FE.IN","447669","456931","466641","476693","486967","497377","507896","518590","529607","541137","553343","566237","579799","594093","609150","624981","641563","658825","676652","694915","713479","732388","751575","770588","788864","806030","821791","836329","850367","864950","880814","898003","916133","935054","954444","973928","993820","1013793","1032033","1046146","1054525","1056410","1052672","1045396","1037555","1031361","1027420","1025342","1025112","1026404","1028962","1032947","1038523","1045293","1052713","1060378","1068130","1076000","1083942",
"Late-demographic dividend","LTE","Population, female","SP.POP.TOTL.FE.IN","546744481","548160960","555506479","568345023","580989871","594003715","608334215","622275597","636604737","651636402","666971185","682546225","697294444","711549278","725092319","737523054","749190573","760079493","770935932","781907961","792724152","803847485","816030735","828217936","839973604","852062088","864825783","878255151","891739384","904758651","917250643","928955612","938854528","949106587","959141110","969607017","979175807","988647723","997772056","1006258984","1013940884","1021204855","1027999600","1034584853","1041052910","1047512009","1053839229","1059962588","1066144147","1072470838","1078526853","1084644517","1090860769","1097259074","1103799709","1110373504","1117217874","1124166566","1130265305",
"Lithuania","LTU","Population, female","SP.POP.TOTL.FE.IN","1497644","1519090","1537566","1553727","1570323","1587101","1604277","1621508","1637910","1651311","1666952","1686476","1703643","1718965","1733715","1747691","1761383","1774831","1787344","1796616","1804307","1814297","1826663","1840970","1855675","1870928","1888099","1906769","1926163","1940927","1948034","1951948","1951013","1943427","1931893","1919099","1906649","1894827","1883418","1872416","1861632","1848655","1836116","1823526","1805576","1779046","1753791","1736215","1721514","1705103","1671542","1635130","1613481","1596810","1582528","1567186","1547039","1525303","1504150",
"Luxembourg","LUX","Population, female","SP.POP.TOTL.FE.IN","158903","160628","162743","164495","166389","168374","169738","170473","171093","172069","172979","174604","176629","178460","180715","182700","183709","184211","184787","185482","186393","187197","187593","187846","188156","188526","189240","190226","191294","192852","195016","197450","199943","202537","205217","208002","210723","213238","215754","218564","221417","223993","226302","229009","232195","235616","239202","242672","246737","250964","255121","260301","266009","271601","277525","283726","289646","296637","302256",
"Latvia","LVA","Population, female","SP.POP.TOTL.FE.IN","1184927","1199232","1211237","1222996","1234868","1244501","1250032","1256204","1265095","1272794","1278970","1286253","1295099","1304798","1315468","1325071","1332688","1340079","1346918","1351207","1354227","1358334","1364555","1372327","1380188","1387811","1396841","1408247","1419717","1424918","1422321","1416775","1400035","1376159","1356697","1340108","1326718","1314370","1302266","1291779","1279609","1263593","1249474","1237988","1225060","1212346","1201684","1192294","1180132","1160972","1137039","1116302","1102136","1089880","1079155","1069908","1059842","1050240","1041539",
"Macao SAR, China","MAC","Population, female","SP.POP.TOTL.FE.IN","85334","86413","88982","92669","96900","101204","105542","109924","113996","117303","119568","120653","120692","119937","118788","117598","116374","115192","114447","114630","116076","118941","123130","128379","134307","140590","147183","154079","161031","167732","173976","179646","184777","189507","194076","198661","203253","207843","212549","217522","222869","228666","234885","241286","247557","253470","258922","264000","268955","274183","279934","286320","293202","300262","307067","313284","318814","323753","328284",
"St. Martin (French part)","MAF","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population, female","SP.POP.TOTL.FE.IN","6185595","6387349","6594732","6803622","7008582","7205782","7393982","7574403","7748798","7920036","8090596","8260737","8430843","8603714","8782789","8970608","9167859","9374210","9589763","9814272","10047078","10288781","10538362","10791582","11042804","11287985","11524832","11754188","11978835","12203193","12430210","12660842","12893231","13124231","13349358","13565484","13771944","13969982","14160707","14345961","14527414","14705310","14880202","15054510","15231214","15412602","15599523","15791954","15990133","16193983","16403225","16618108","16838288","17062117","17287387","17512323","17736123","17958647","18179491",
"Monaco","MCO","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population, female","SP.POP.TOTL.FE.IN","1353785","1385949","1417091","1446729","1475445","1502728","1528621","1553065","1575887","1598434","1620524","1642637","1664831","1686126","1706136","1723379","1738932","1751733","1763965","1776258","1790254","1805999","1822965","1840571","1858199","1874738","1890167","1905047","1917855","1927614","1934385","1937648","1937925","1934632","1928219","1919737","1915124","1907223","1905629","1901938","1897570","1893096","1888695","1883397","1878524","1873351","1867061","1861275","1856120","1852342","1849494","1847936","1847652","1847498","1846997","1846618","1846494","1846255","1845863",
"Madagascar","MDG","Population, female","SP.POP.TOTL.FE.IN","2506566","2570105","2636015","2704357","2775195","2848616","2924679","3003501","3085329","3170448","3259080","3351347","3447282","3546886","3650091","3756868","3867261","3981322","4099082","4220573","4345801","4475010","4608245","4745204","4885440","5028749","5175124","5325047","5479567","5640030","5807510","5982248","6164279","6354173","6552514","6759633","6975841","7200855","7433563","7672439","7916321","8164824","8418063","8675990","8938681","9206230","9478640","9755840","10037732","10324222","10615345","10911028","11211590","11517933","11831206","12152293","12481483","12818664","13163710",
"Maldives","MDV","Population, female","SP.POP.TOTL.FE.IN","40922","42206","43539","44923","46355","47839","49368","50956","52575","54223","55885","57571","59285","61038","62843","64699","66620","68611","70715","73002","75494","78215","81146","84256","87520","90892","94369","97931","101536","105159","108750","112313","115819","119227","122457","125458","128215","130753","133144","135515","137943","140511","143219","145971","148629","151143","153454","155670","158143","161297","165428","170511","176374","182930","190062","197599","205695","214144","222101",
"Middle East & North Africa","MEA","Population, female","SP.POP.TOTL.FE.IN","51946567","53352423","54822464","56330228","57895105","59509705","61171847","62917072","64682418","66491297","68340594","70218742","72127582","74113532","76153283","78268984","80465458","82749359","85155420","87739457","90518256","93497146","96662005","99962602","103321201","106709298","110094353","113478003","116835651","120141004","124383370","127682081","130015608","133143003","136212823","139907244","142887895","145852883","148765989","151655215","154514310","157324820","160105179","162917891","165845868","168943627","172231034","175689469","179287832","182990750","186711395","190468920","194266993","198077802","201870037","205623011","209307080","212927295","216556598",
"Mexico","MEX","Population, female","SP.POP.TOTL.FE.IN","18954701","19551434","20165790","20799071","21453111","22129070","22826428","23543980","24281270","25037687","25812138","26604630","27413246","28232622","29055894","29878001","30695858","31510013","32323533","33141450","33967031","34801045","35640978","36482848","37321181","38151942","38972966","39785029","40590549","41393401","42196010","42999371","43801370","44597728","45382611","46151953","46905986","47646681","48374230","49089247","49793345","50484516","51165729","51849582","52552714","53286457","54055789","54855711","55675082","56497427","57310178","58109746","58897830","59673478","60437026","61188601","61926529","62649197","63356944",
"Marshall Islands","MHL","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population, female","SP.POP.TOTL.FE.IN","1045934231","1058963042","1078376192","1103655166","1129101626","1155325462","1183246749","1211101460","1239711147","1269435725","1299932341","1331062142","1361685146","1392229962","1422508716","1452130136","1481444234","1510460586","1539983969","1570230771","1600963953","1632694643","1666038504","1699877656","1733612746","1767862405","1802951769","1838866645","1874955971","1910612243","1946700464","1981029769","2014436086","2047273286","2079768219","2112021029","2144147303","2176221816","2207917302","2238853989","2269126018","2298611380","2327534848","2356303013","2384962531","2413652474","2442259951","2470755563","2499498567","2528702601","2558167737","2588088269","2618285576","2648870433","2679538254","2710122842","2740717588","2771177504","2800677811",
"North Macedonia","MKD","Population, female","SP.POP.TOTL.FE.IN","735284","744559","754101","764079","774685","786007","798263","811324","824501","836861","847760","856796","864285","871159","878758","888001","899231","911984","925362","938052","949105","958234","965679","971690","976697","981023","984808","987970","990369","991790","992131","991256","989438","987569","986809","987963","991411","996807","1003357","1009871","1015479","1019947","1023493","1026256","1028528","1030508","1032203","1033526","1034560","1035444","1036247","1037007","1037739","1038445","1039133","1039810","1040486","1041149","1041725",
"Mali","MLI","Population, female","SP.POP.TOTL.FE.IN","2602871","2634839","2667240","2700297","2734263","2769419","2805777","2843503","2883222","2925671","2971369","3020679","3073439","3128966","3186296","3244736","3303782","3363685","3425361","3490164","3558894","3632594","3710626","3790134","3867166","3939267","4005007","4066251","4127864","4196643","4277446","4372428","4480176","4597605","4719941","4843877","4968573","5095716","5227462","5367039","5516780","5677004","5847045","6027017","6216847","6416261","6625815","6845039","7071236","7300811","7531302","7761507","7992447","8226546","8467420","8717703","8978189","9248136","9526749",
"Malta","MLT","Population, female","SP.POP.TOTL.FE.IN","168487","167815","167172","166564","165965","164726","162835","160896","158920","156966","156024","155963","155745","155531","155351","156427","157170","157743","159336","160855","162365","163292","166484","168466","168147","170837","173494","174539","175867","177497","179152","183952","185773","187540","189180","190347","191399","192613","193625","194574","195708","197141","198632","200013","201439","202803","203612","204389","205745","207256","208143","208785","210327","212915","216851","221806","226761","232956","240650",
"Myanmar","MMR","Population, female","SP.POP.TOTL.FE.IN","11116178","11366916","11623181","11886221","12157765","12438992","12730275","13031077","13340488","13657156","13980031","14308672","14643120","14983310","15329327","15681122","16037789","16398700","16764283","17135263","17511673","17893082","18277602","18661964","19042005","19414247","19778812","20135162","20478622","20803458","21106424","21383682","21638246","21882091","22131755","22398628","22687474","22993360","23306003","23610236","23894937","24158086","24402946","24630139","24841680","25039799","25222961","25392235","25555796","25724452","25905702","26104034","26316984","26536582","26751048","26952267","27137010","27309209","27476555",
"Middle East & North Africa (excluding high income)","MNA","Population, female","SP.POP.TOTL.FE.IN","48184664","49465461","50783665","52142798","53547809","55001660","56509190","58068498","59668004","61291662","62929749","64581625","66257101","67970461","69741235","71586500","73504739","75499909","77600535","79842232","82247156","84823645","87555138","90406719","93329002","96281721","99252150","102235975","105211057","108154311","112024939","114902061","117716852","120470487","123168919","125817889","128421040","130980741","133474961","135934100","138366644","140772718","143164887","145579334","148062371","150647408","153349173","156160563","159068756","162041597","165057435","168116589","171222771","174360770","177512326","180665712","183803133","186924649","190085552",
"Montenegro","MNE","Population, female","SP.POP.TOTL.FE.IN","246603","251482","256757","261776","265665","267848","268000","266474","264191","262459","262208","263785","266883","270946","275125","278802","281766","284232","286450","288825","291623","294957","298643","302242","305168","307022","307602","307108","306002","304958","304455","304677","305461","306534","307463","307947","307898","307457","306827","306323","306148","307768","309401","311003","311826","312424","312787","313068","313394","313826","314208","314411","314606","314873","315153","315298","315326","315313","315254",
"Mongolia","MNG","Population, female","SP.POP.TOTL.FE.IN","485662","499187","513904","529555","545749","562194","578779","595571","612715","630469","648969","668273","688275","708791","729548","750363","771175","792057","813115","834530","856418","878570","900906","923872","948060","973731","1001259","1030106","1058564","1084364","1105890","1122549","1134953","1144196","1151966","1159565","1167311","1175102","1183259","1192082","1201816","1212730","1225019","1238646","1253500","1269505","1286615","1304942","1324791","1346545","1370406","1396446","1424415","1453767","1483759","1513816","1543738","1573470","1602769",
"Northern Mariana Islands","MNP","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population, female","SP.POP.TOTL.FE.IN","3674093","3754311","3838533","3926277","4016804","4109597","4204770","4302552","4402815","4505419","4610413","4716870","4825069","4937769","5058720","5190123","5332538","5483695","5639359","5793737","5942140","6086768","6227940","6357279","6464016","6542583","6585754","6601221","6616397","6668719","6784004","6974408","7229398","7524166","7822111","8096873","8340267","8560971","8769750","8984025","9216362","9469353","9738108","10018988","10306068","10595200","10886007","11180696","11480697","11788235","12105148","12431569","12767671","13115364","13476973","13854066","14247507","14656759","15080116",
"Mauritania","MRT","Population, female","SP.POP.TOTL.FE.IN","429174","441524","454359","467685","481538","495942","510903","526414","542440","558967","575957","593409","611335","629742","648645","668058","687954","708351","729285","750857","773095","796045","819660","843805","868267","892922","917715","942705","967988","993729","1020056","1047069","1074745","1102992","1131636","1160599","1189875","1219607","1250176","1282073","1315647","1351062","1388267","1427160","1467551","1509305","1552389","1596876","1642848","1690424","1739674","1790606","1843141","1897120","1952335","2008615","2065902","2124165","2183346",
