"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Cuba","CUB","Population, male","SP.POP.TOTL.MA.IN","3648428","3721562","3801033","3884471","3968448","4050429","4129231","4205333","4279764","4354240","4429774","4506717","4583846","4658682","4727879","4789058","4841836","4887051","4925210","4957252","4984294","5005648","5022144","5038155","5059414","5089784","5131369","5182447","5238328","5292191","5339080","5377477","5408814","5434757","5458117","5480938","5503337","5524529","5544678","5563886","5582123","5599980","5617367","5632699","5643810","5649360","5648421","5642050","5633285","5626375","5624266","5628136","5636868","5648274","5659060","5666799","5670897","5672046","5670661",
"Curacao","CUW","Population, male","SP.POP.TOTL.MA.IN","62564","63030","63944","64905","65804","66681","67291","67990","69065","70204","71247","72500","72580","72093","72708","73011","73079","73054","72460","72169","72205","72425","73066","73505","73787","74052","73901","73177","71965","70680","69769","69107","68681","68676","68658","68735","69133","69295","68000","65530","62850","60573","60666","61953","62989","64495","65938","66946","67459","67607","68245","69076","69580","70348","71306","72278","73093","73395","73322",
"Cayman Islands","CYM","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Population, male","SP.POP.TOTL.MA.IN","281665","283340","283824","283733","283950","285112","287435","290714","294704","298974","303231","307388","311533","315697","319945","324299","328847","333510","338014","341962","345127","347358","348842","350195","352205","355450","360140","366097","373082","380699","388627","396834","405364","414111","422946","431787","440540","449171","457774","466495","475426","484571","493847","503070","512005","520475","528420","535880","542863","549413","555578","561354","566738","571803","576664","581396","586024","590546","594973",
"Czech Republic","CZE","Population, male","SP.POP.TOTL.MA.IN","4669302","4663254","4684046","4708686","4737344","4761054","4777255","4786462","4790533","4793715","4770399","4752983","4772403","4799961","4833723","4869404","4903590","4934676","4963083","4988945","4996104","4995611","5003583","5008843","5012632","5016533","5019378","5022058","5026078","5029152","5016169","5004867","5010937","5017259","5020232","5018301","5013655","5009543","5006056","5001999","4988766","4970324","4960655","4959561","4962868","4973660","4993580","5031263","5082444","5119837","5141037","5155439","5164338","5166319","5171631","5182047","5192776","5207665","5224299",
"Germany","DEU","Population, male","SP.POP.TOTL.MA.IN","33863880","34190431","34574609","34987507","35359029","35739679","36103543","36321944","36527064","36854706","37010346","37107043","37309268","37448488","37484068","37366552","37231157","37173956","37169362","37211610","37311205","37385344","37363672","37281826","37178744","37135773","37209652","37337597","37561383","37927822","38321053","38653558","38990277","39281614","39449784","39598865","39748760","39842939","39885132","39945906","40032873","40130868","40227291","40277051","40294916","40298252","40278727","40250554","40199766","40123981","40088888","39378848","39479364","39613698","39805149","40176517","40526680","40702131","40858193",
"Djibouti","DJI","Population, male","SP.POP.TOTL.MA.IN","41574","43993","46839","50038","53503","57185","61131","65402","69931","74631","79489","84278","89111","94716","102046","111699","124193","139094","154846","169330","181088","189254","194471","198702","204744","214504","228869","246850","266206","283669","296962","305224","309376","311149","313127","317171","323814","332419","342211","351959","360763","368480","375447","381813","387795","393629","399283","404722","410165","415889","422060","428781","435990","443540","451212","458824","466346","473782","481144",
"Dominica","DMA","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Population, male","SP.POP.TOTL.MA.IN","2272194","2287680","2305033","2322788","2341215","2359708","2379367","2399200","2414931","2429109","2447640","2464271","2477407","2491013","2501038","2506649","2511383","2517649","2523940","2528640","2530266","2528154","2525009","2522167","2519996","2520502","2523723","2527114","2528795","2530923","2535725","2543044","2552242","2561570","2571086","2585390","2600969","2612718","2623106","2632607","2642115","2652166","2661119","2668794","2676194","2684203","2693803","2706664","2723614","2739334","2752727","2765401","2777215","2790167","2805496","2826216","2848835","2867362","2883434",
"Dominican Republic","DOM","Population, male","SP.POP.TOTL.MA.IN","1667923","1724170","1781719","1840429","1900110","1960620","2021865","2083777","2146275","2209286","2272743","2336572","2400715","2465203","2530059","2595306","2660931","2726893","2793047","2859280","2925478","2991599","3057653","3123696","3189799","3256020","3322307","3388632","3455122","3521937","3589174","3656891","3724938","3792937","3860387","3926896","3992320","4056726","4120245","4183113","4245507","4307462","4368911","4429804","4490069","4549667","4608574","4666847","4724635","4782127","4839463","4896634","4953587","5010329","5066872","5123167","5179226","5234926","5289933",
"Algeria","DZA","Population, male","SP.POP.TOTL.MA.IN","5564112","5701802","5841359","5985548","6138332","6302492","6479266","6667487","6864620","7066936","7271869","7478805","7689056","7904399","8127474","8360354","8603003","8855250","9118752","9395539","9686746","9992487","10311395","10641148","10978534","11320679","11666211","12013816","12360653","12703482","13039541","13367830","13687277","13995158","14288453","14565252","14825305","15069854","15300643","15520257","15731482","15935263","16133974","16333763","16542237","16765412","17005423","17262821","17539867","17838488","18159641","18503758","18869595","19254002","19652530","20061007","20478305","20902272","21326475",
"East Asia & Pacific (excluding high income)","EAP","Population, male","SP.POP.TOTL.MA.IN","456766924","456287160","462182375","473896826","485417959","497442098","511284852","524653864","538519844","553274548","568520368","584123638","598859326","613124998","626620159","638866446","650156378","660627435","671078095","681676539","692092749","702865857","714834807","726871217","738378962","750287332","763021066","776553452","790262932","803633172","816679290","829153105","840818271","852034681","863150095","874023905","884682657","895204088","905342687","914906482","923991981","932698526","941054848","949121171","957019677","964907096","972619423","980109923","987560779","994945185","1002268470","1009606423","1017028792","1024491486","1031993671","1039427400","1047002296","1054614097","1061404792",
"Early-demographic dividend","EAR","Population, male","SP.POP.TOTL.MA.IN","499670873","511535781","523813758","536474590","549534733","562984636","576817104","591065477","605668692","620655625","636024196","651776378","667910965","684438771","701287346","718450014","735900333","753673030","771907507","790806431","810483473","830969190","852189061","874007211","896217969","918680565","941342594","964193921","987121850","1010000705","1033828189","1056485415","1078907555","1101192957","1123470512","1145856915","1168400472","1191041738","1213675785","1236240356","1258780313","1281214925","1303564218","1325846530","1348102093","1370351688","1392605794","1414865450","1437099846","1459271374","1481403661","1503459859","1525202840","1546835790","1568392754","1589883488","1611280722","1632558641","1653775085",
"East Asia & Pacific","EAS","Population, male","SP.POP.TOTL.MA.IN","529406230","530921771","538100520","551104239","563915618","577258189","592353004","606801406","621565901","638185954","654847826","671919447","688058251","703408266","718656205","732407300","744714243","756350681","767938169","779733061","791269947","803199586","816276949","829327919","841740875","854477497","868033646","882330686","896786472","910917162","924677312","937904914","950216654","962082056","973948991","985594887","997035645","1008183892","1018937596","1028986742","1038599229","1047899754","1056743274","1065198883","1073410879","1081570901","1089712274","1097595515","1105629132","1113441627","1121147897","1128783600","1136545916","1144305803","1152136498","1159910871","1167810753","1175702905","1182712866",
"Europe & Central Asia (excluding high income)","ECA","Population, male","SP.POP.TOTL.MA.IN","127058291","129284847","131510131","133736157","135948831","138121905","139988963","141881800","143724904","145524696","147318820","149099202","150865933","152618196","154382351","156166254","158031905","159879122","161711995","163532003","165393148","167277934","169070863","170854579","172763430","174697870","176642917","178598002","180498426","182199304","183571664","184580062","185381691","185984705","186270532","186443816","186589106","186724169","186861888","186899748","186919958","186732475","186501233","186504017","186602840","186731496","186926302","187192778","187650893","188460125","189442580","190549061","191689463","192971910","194267084","195596149","196877803","198073175","199134883",
"Europe & Central Asia","ECS","Population, male","SP.POP.TOTL.MA.IN","315770816","319799443","323954514","328141358","332280513","336281290","339810366","343225110","346491368","349670787","352574821","355467742","358601486","361647481","364589020","367445546","370251464","372952617","375618723","378287587","381027266","383686181","386082964","388379716","390786346","393269953","395855299","398489755","401146497","403699448","405978719","407899011","409588267","411031989","411988779","412727866","413397863","414040592","414669937","415286369","415807346","416363780","417156615","418295263","419582301","420892470","422214894","423746433","425467850","427255469","428982457","430135404","431984916","434169608","436426791","438707916","440960363","442878751","444687225",
"Ecuador","ECU","Population, male","SP.POP.TOTL.MA.IN","2271554","2337913","2406583","2477652","2551282","2627567","2706526","2788069","2872051","2958268","3046529","3136802","3229016","3322954","3418330","3514955","3612707","3711629","3811821","3913467","4016729","4121556","4227922","4335932","4445731","4557383","4670854","4786051","4902849","5021097","5140621","5261283","5382891","5505206","5627932","5750776","5873772","5996707","6118873","6239343","6357539","6473074","6586304","6698275","6810491","6924050","7039609","7156968","7275315","7393418","7510531","7625693","7739589","7855062","7976028","8104887","8243183","8389038","8537236",
"Egypt, Arab Rep.","EGY","Population, male","SP.POP.TOTL.MA.IN","13490344","13865800","14247797","14636039","15030407","15430529","15837115","16249288","16663356","17074507","17479806","17878078","18271919","18667011","19071215","19490685","19927660","20382146","20855294","21347760","21860126","22391454","22942251","23515937","24116942","24747182","25409078","26098212","26801113","27499697","28180982","28839745","29479479","30106743","30732231","31363971","32003565","32649060","33300972","33959171","34623798","35298292","35984385","36678620","37375886","38074157","38769214","39466665","40186011","40953365","41786188","42691632","43660699","44674558","45705877","46733724","47752112","48763470","49765338",
"Euro area","EMU","Population, male","SP.POP.TOTL.MA.IN","127248095","128524857","129853176","131218486","132565484","133891667","135122281","136192949","137197805","138204053","139041034","139888051","140906030","141872304","142744109","143539025","144231422","144848248","145468071","146093831","146746481","147328365","147749687","148067787","148343944","148662112","149081259","149552185","150114118","150812813","151552213","152290009","153021793","153667602","154136037","154562100","155000179","155415200","155796122","156258631","156839013","157518665","158371250","159313472","160265807","161157786","161959783","162837209","163658005","164204923","164603779","164251480","164614743","165175769","165760045","166317893","166905767","167248641","167637543",
"Eritrea","ERI","Population, male","SP.POP.TOTL.MA.IN","500697","513666","527342","541629","556384","571510","586973","602809","619098","635945","653431","671588","690416","709898","730018","750775","772095","793990","816655","840339","865169","890831","917047","944008","972012","1001002","1031671","1063263","1092634","1115614","1129469","1133288","1128759","1119082","1108801","1101599","1097717","1097149","1102898","1118515","1146130","1187362","1240602","1300633","1360138","1413700","1459644","1499014","1532369","1561198","1586722","1608766","","","","","","","",
"Spain","ESP","Population, male","SP.POP.TOTL.MA.IN","14791891","14940010","15086866","15227440","15386429","15560885","15727015","15927325","16142742","16309350","16499706","16709607","16906334","17106153","17305982","17505305","17701579","17894082","18075475","18242415","18394824","18529857","18643711","18735329","18811993","18877083","18928468","18970942","19003698","19026130","19039058","19082363","19172186","19269731","19361635","19449561","19535352","19624377","19715407","19808103","19912437","20069143","20374436","20767149","21149757","21530626","21918403","22348101","22722937","22930377","23028108","23086389","23064354","22945591","22837535","22791357","22795868","22846907","22916128",
"Estonia","EST","Population, male","SP.POP.TOTL.MA.IN","534851","542878","552453","562478","572978","583095","591594","598346","605838","613945","622193","631124","639230","646183","652495","658327","663729","669329","674627","679068","683824","689254","694784","700144","705404","710959","717334","724185","729830","733387","733798","729162","714271","694104","677746","664904","655373","649018","644332","647619","651567","647537","642997","638205","633649","629579","625760","623061","621754","621005","620064","618663","616964","615321","614257","615225","615962","617254","619446",
"Ethiopia","ETH","Population, male","SP.POP.TOTL.MA.IN","11010787","11270446","11545118","11833137","12131911","12439736","12752994","13072101","13403863","13757769","14138850","14555702","15001986","15450080","15862303","16214487","16494156","16717391","16923729","17168839","17493252","17911439","18413072","18983495","19597732","20237532","20898248","21586446","22307746","23071248","23882036","24742577","25645945","26576617","27513721","28442446","29356661","30260870","31164099","32080542","33020827","33988220","34980372","35995901","37031735","38086335","39158687","40251939","41373453","42532947","43736860","44987971","46282798","47613627","48969330","50341369","51726758","53126320","54539824",
"European Union","EUU","Population, male","SP.POP.TOTL.MA.IN","197281307","199129504","201072084","203052843","205011926","206877409","208611207","210263591","211794028","213260714","214484042","215698210","217146959","218517711","219794305","221013412","222112974","223097297","224028951","224942720","225896780","226745482","227384762","227920676","228437810","229011545","229673424","230366968","231138682","231946914","232745318","233456446","234135227","234870654","235458068","235934606","236365327","236781127","237184170","237676208","238094780","238562103","239256785","240236520","241287147","242323243","243301938","244311673","245285496","246064012","246641248","246527208","247085460","247844927","248664271","249470196","250287742","250864376","251476130",
"Fragile and conflict affected situations","FCS","Population, male","SP.POP.TOTL.MA.IN","59212595","60571480","61987234","63465787","65014602","66639059","68344350","70129514","71986203","73902211","75870173","77878844","79933474","82062136","84303797","86681892","89212001","91873303","94607918","97336271","100002158","102596816","105142488","107653976","110157389","112680494","115205100","117746631","120406324","123316722","127565492","131254579","135294966","139540822","143783515","147876357","151760180","155490714","159148374","162920392","166921648","171186990","175672218","180318914","185036747","189761139","194474963","199203241","203976756","208833688","213804960","218908590","224134749","229453775","234822881","240217595","245615385","251038619","256590315",
"Finland","FIN","Population, male","SP.POP.TOTL.MA.IN","2133537","2150143","2166164","2182698","2195800","2203775","2212409","2224499","2234439","2233099","2224767","2227891","2241675","2254998","2267319","2277714","2284699","2291055","2297554","2303444","2310808","2321101","2334755","2349481","2362922","2373684","2382312","2390024","2398003","2407846","2419886","2434684","2450097","2463754","2476114","2487162","2496757","2505481","2513341","2520374","2526845","2533897","2541375","2548804","2557584","2567723","2578967","2591348","2604831","2618718","2632137","2645773","2659804","2673532","2686143","2696641","2706157","2714364","2721097",
"Fiji","FJI","Population, male","SP.POP.TOTL.MA.IN","202661","209617","216605","223524","230245","236666","242756","248524","254035","259410","264740","270071","275385","280730","286113","291587","297053","302538","308275","314591","321635","329646","338405","347137","354765","360579","364212","366002","366810","367864","370055","373645","378335","383712","389122","394082","398555","402684","406346","409439","411909","413608","414615","415421","416712","418937","422379","426802","431578","435797","438853","440497","441018","440917","440952","441670","443216","445433","448151",
"France","FRA","Population, male","SP.POP.TOTL.MA.IN","22676367","23003195","23354101","23712652","24056623","24370118","24645557","24887213","25105655","25317284","25533581","25758624","25987174","26210386","26415343","26593416","26741760","26865470","26973555","27078883","27191003","27312454","27441232","27576771","27717142","27860543","28008426","28160928","28313381","28459522","28595127","28742173","28872028","28984052","29081135","29179286","29280159","29385102","29497512","29654613","29863225","30085762","30309625","30529202","30758439","30994423","31213961","31409816","31587988","31753828","31915279","32075617","32238079","32412371","32576968","32722418","32863056","32875797","32946000",
"Faroe Islands","FRO","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population, male","SP.POP.TOTL.MA.IN","22929","23662","24404","25168","26004","26913","27923","29014","30082","30994","31668","32035","32174","32203","32304","32632","33208","34007","34993","36096","37278","38533","39865","41235","42573","43840","45002","46057","47071","48116","49258","50527","51882","53181","54247","54968","55277","55237","54961","54633","54367","54237","54195","54188","54120","53933","53608","53179","52767","52527","52540","52854","53429","54191","55001","55769","56470","57128","57750",
"Gabon","GAB","Population, male","SP.POP.TOTL.MA.IN","244489","246727","249209","251980","255124","258683","262694","267158","271978","277046","282281","287665","293230","299054","305243","311869","318962","326510","334515","342963","351843","361163","370916","381121","391802","402951","414598","426691","439184","451992","465049","478346","491880","505652","519649","533867","548411","563284","578444","593788","609304","624943","640919","657740","676073","696426","718818","743132","769500","798046","828730","861743","896728","932539","967617","1000859","1031773","1060612","1087878",
"United Kingdom","GBR","Population, male","SP.POP.TOTL.MA.IN","25304066","25521020","25763383","25980779","26170569","26354322","26508747","26655125","26785618","26898687","27011329","27134262","27239894","27307647","27338576","27346746","27346257","27340287","27342052","27365041","27395092","27400857","27386138","27390128","27428531","27486858","27548051","27605576","27666806","27739058","27822071","27907993","27983554","28051547","28125535","28204832","28283792","28366020","28460957","28571791","28693896","28828842","28979289","29144782","29340885","29570557","29813042","30067601","30324707","30573978","30834234","31096726","31334695","31566304","31825636","32099343","32348007","32594256","32823518",
"Georgia","GEO","Population, male","SP.POP.TOTL.MA.IN","1698431","1727392","1755801","1783865","1811266","1837387","1860704","1881243","1900394","1919828","1939425","1960057","1979777","1996678","2013247","2027250","2040938","2053901","2065155","2080187","2098319","2116938","2137001","2158520","2180066","2202473","2225513","2247455","2273087","2281714","2282898","2299858","2317693","2334860","2298201","2212499","2132872","2064900","2013787","1971920","1932768","1901452","1882640","1868232","1855539","1843543","1833920","1826134","1823006","1809473","1798755","1786568","1775460","1771869","1774122","1777961","1779603","1779941","1781147",
"Ghana","GHA","Population, male","SP.POP.TOTL.MA.IN","3371521","3481017","3595801","3712814","3827901","3938283","4042110","4140613","4237749","4339232","4448952","4569392","4698795","4831690","4960252","5079416","5186751","5285621","5383844","5492407","5619155","5766821","5932868","6113418","6302229","6494665","6689671","6888356","7090646","7296895","7507239","7721256","7938197","8157622","8379070","8602175","8827138","9053923","9281716","9509479","9736748","9963213","10189929","10419471","10655282","10899935","11154016","11417230","11690146","11973147","12266271","12569988","12883663","13204770","13529893","13856470","14183457","14511136","14839855",
"Gibraltar","GIB","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population, male","SP.POP.TOTL.MA.IN","1728688","1756337","1784812","1814251","1844890","1876806","1910145","1944718","1979911","2014884","2049077","2082459","2115337","2147894","2180461","2213414","2246890","2281313","2317761","2357547","2401730","2450510","2503970","2562866","2628063","2700008","2779177","2865009","2955615","3048374","3141321","3233439","3324966","3416662","3509962","3605772","3704675","3805937","3907748","4007507","4103550","4195064","4283111","4370085","4459419","4553645","4654019","4760106","4870743","4984012","5098765","5214394","5332124","5454763","5586170","5728907","5884115","6050608","6225855",
"Gambia, The","GMB","Population, male","SP.POP.TOTL.MA.IN","179572","183634","187804","192251","197180","202729","208979","215867","223145","230482","237640","244541","251282","258021","264967","272294","280100","288405","297180","306369","316002","325907","336242","347637","360966","376760","395375","416408","438706","460659","481101","499651","516643","532600","548376","564627","581423","598652","616470","635082","654591","675160","696794","719263","742231","765476","788924","812696","836965","862029","888075","915162","943223","972208","1002013","1032559","1063829","1095832","1128553",
"Guinea-Bissau","GNB","Population, male","SP.POP.TOTL.MA.IN","304077","307293","310261","313234","316545","320442","324933","329920","335393","341302","347558","354374","361629","368565","374169","377792","379025","378318","377015","376965","379479","385048","393242","403290","414039","424614","434818","444885","454929","465198","475849","486908","498238","509698","521076","532255","543188","553978","564828","576022","587769","600160","613171","626897","641403","656752","672973","690069","708029","726809","746371","766700","787771","809433","831545","853951","876605","899496","922614",
"Equatorial Guinea","GNQ","Population, male","SP.POP.TOTL.MA.IN","125084","126843","128621","130614","133058","136055","139851","144217","148250","150726","150851","148346","143680","137714","131732","126710","122770","119854","118614","119750","123685","130865","140946","152675","164261","174416","182700","189489","195348","201200","207736","215076","223035","231681","241025","251098","261995","273786","286423","299798","313847","328525","343931","360290","377931","397056","417734","439832","463166","487444","512426","538030","564215","590819","617676","644646","671650","698607","725473",
"Greece","GRC","Population, male","SP.POP.TOTL.MA.IN","4084091","4118064","4142725","4157406","4172005","4191943","4224479","4261412","4292180","4310906","4323477","4344573","4374940","4396858","4415392","4459884","4533136","4596358","4660335","4722581","4772522","4818367","4850621","4880897","4906691","4926612","4943069","4959150","4976560","5002411","5056261","5118959","5160613","5193875","5222667","5249369","5274299","5301659","5331701","5351792","5372190","5397438","5413400","5421621","5429843","5440414","5451272","5459608","5468843","5478648","5482062","5471420","5440422","5400333","5363922","5328008","5304981","5293469","5279183",
"Grenada","GRD","Population, male","SP.POP.TOTL.MA.IN","41725","42469","43122","43665","44103","44436","44656","44766","44783","44747","44696","44647","44611","44546","44405","44165","43771","43273","42840","42705","43010","43860","45157","46630","47906","48714","48946","48706","48196","47730","47535","47662","48048","48585","49146","49602","49947","50214","50427","50629","50844","51083","51321","51568","51804","52028","52216","52402","52587","52804","53074","53403","53774","54183","54592","54974","55345","55679","56003",
"Greenland","GRL","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population, male","SP.POP.TOTL.MA.IN","2131919","2195586","2260555","2327069","2395441","2465880","2538427","2612930","2689114","2766588","2845056","2924526","3004966","3086019","3167243","3248367","3329144","3409782","3491052","3574037","3659475","3747744","3838555","3931346","4025197","4119489","4214044","4309179","4405334","4503173","4603180","4705709","4810687","4917724","5026188","5135768","5246157","5357873","5472359","5591531","5716737","5848517","5986323","6129000","6274837","6422517","6571638","6722404","6874915","7029475","7186235","7345083","7505674","7667734","7830942","7995002","8159739","8325030","8490746",
"Guam","GUM","Population, male","SP.POP.TOTL.MA.IN","39048","39485","40153","40983","41876","42754","43591","44402","45201","45979","46741","47494","48233","48954","49660","50358","51038","51717","52442","53286","54295","55489","56839","58329","59901","61506","63146","64804","66459","68068","69608","71063","72411","73672","74811","75855","76787","77604","78319","78920","79430","79848","80175","80431","80613","80746","80835","80891","80930","80969","81026","81103","81208","81374","81638","82022","82541","83184","83907",
"Guyana","GUY","Population, male","SP.POP.TOTL.MA.IN","286457","295599","304560","313131","321077","328243","334518","339978","344819","349359","353831","358229","362514","366734","370952","375160","379452","383718","387638","390743","392712","393525","393289","392034","389809","386727","382665","377796","372884","368971","366733","366569","368187","370807","373284","374780","375039","374334","373073","371888","371241","371269","371793","372601","373362","373845","373970","373854","373755","374020","374902","376471","378640","381211","383901","386505","388977","391345","393637",
"High income","HIC","Population, male","SP.POP.TOTL.MA.IN","371549367","377271203","382351018","387398989","392386546","397163662","401607107","405692679","409379931","413990515","418145239","422696306","427100335","431076584","435599511","439865152","443472096","447205010","450963869","454909812","458753901","462607370","466266797","469713721","472982729","476261249","479673779","483075198","486545166","490230444","494139015","498382448","501400305","505438559","509282882","513896320","517498436","520989431","524405050","527823189","531260779","534933250","538767003","542601400","546680927","550908014","555529391","560417610","565612892","570281325","574468361","577532651","581203640","584862628","588618388","592330739","596088921","599403522","602620860",
"Hong Kong SAR, China","HKG","Population, male","SP.POP.TOTL.MA.IN","1580690","1629281","1701179","1761956","1805442","1852573","1866912","1911615","1948672","1975294","2018570","2056056","2088529","2142362","2209719","2257011","2297840","2349027","2411158","2562748","2641288","2705234","2742127","2774098","2790058","2809622","2835530","2855538","2871608","2893860","2895720","2912710","2930505","2974287","3034079","3085409","3214359","3229019","3243001","3260413","3275043","3284453","3283595","3261290","3270699","3268969","3274155","3286790","3291483","3284504","3295709","3306190","3332303","3336086","3350443","3370121","3382235","3399097","3418264",
"Honduras","HND","Population, male","SP.POP.TOTL.MA.IN","1022661","1051047","1080125","1110073","1141100","1173364","1206966","1241923","1278183","1315654","1354305","1394114","1435194","1477738","1522006","1568213","1616429","1666597","1718611","1772305","1827565","1884349","1942703","2002546","2063828","2126493","2190563","2256044","2322981","2391361","2461227","2532474","2605147","2679684","2756671","2836454","2919147","3004443","3091712","3180089","3268871","3357780","3446763","3535655","3624383","3712812","3800890","3888422","3975054","4060346","4144062","4225981","4306270","4385431","4464171","4543015","4622106","4701328","4780656",
"Heavily indebted poor countries (HIPC)","HPC","Population, male","SP.POP.TOTL.MA.IN","80080626","81991524","83980786","86051712","88208070","90452711","92787092","95211340","97725215","100327586","103017615","105794810","108658932","111608916","114643664","117761828","120969488","124266679","127639416","131068806","134545081","138066773","141650469","145327259","149138924","153119335","157270165","161593864","166124505","170902675","175951673","181300843","186930698","192756429","198659489","204558403","210416401","216269913","222200275","228325945","234732075","241452723","248461688","255711794","263129421","270665400","278303748","286075734","294035788","302260533","310804301","319682306","328875406","338360169","348099073","358061387","368242799","378643357","389240624",
"Croatia","HRV","Population, male","SP.POP.TOTL.MA.IN","1988205","2003126","2019513","2035840","2051190","2066606","2082441","2097055","2110916","2124186","2135027","2145107","2155342","2165666","2176234","2186971","2198603","2209887","2219944","2226099","2227991","2233055","2243384","2254434","2264818","2275201","2285560","2295487","2304179","2310973","2316297","2273294","2217763","2228592","2252059","2234775","2202239","2189130","2185376","2173888","2151113","2069257","2070466","2071490","2072613","2075696","2076402","2076039","2075795","2073597","2068935","2061865","2055645","2050044","2041892","2025416","2011707","1988177","1971791",
"Haiti","HTI","Population, male","SP.POP.TOTL.MA.IN","1897440","1935604","1974453","2013923","2053980","2094560","2135817","2177702","2219714","2261181","2301752","2341240","2380084","2419359","2460556","2504762","2552227","2602811","2656717","2714067","2774857","2839256","2907030","2977138","3048191","3119147","3189594","3259639","3329392","3399145","3469129","3539260","3609391","3679618","3750060","3820810","3891915","3963353","4035080","4107017","4179127","4251365","4323762","4396452","4469627","4543387","4617731","4692540","4767695","4843012","4918319","4993597","5068763","5143446","5217210","5289747","5360840","5430581","5499284",
"Hungary","HUN","Population, male","SP.POP.TOTL.MA.IN","4814002","4836598","4854963","4871651","4891339","4908653","4926554","4947480","4968476","4990740","5010687","5025334","5039952","5055465","5077399","5107010","5135396","5159887","5178150","5187106","5188745","5185815","5178155","5164934","5149068","5134621","5121449","5108955","5097445","5038358","4982192","4976944","4969619","4958399","4946192","4934217","4921075","4906866","4891496","4873962","4857857","4843508","4826805","4810439","4797700","4786593","4778102","4770181","4761795","4754811","4744849","4732555","4709650","4698422","4687640","4678423","4666572","4656111","4648922",
"IBRD only","IBD","Population, male","SP.POP.TOTL.MA.IN","965860326","976273578","993357285","1016542107","1039739576","1063524524","1088957393","1114166548","1140055262","1167054732","1194808604","1223254556","1251230856","1279068242","1306470034","1332954897","1358859579","1384216801","1409817961","1435885909","1462169964","1489171473","1517587094","1546308029","1574790534","1603789451","1633681267","1664428059","1695306142","1725634000","1755243635","1783907733","1811472389","1838431303","1864979340","1891084503","1916860569","1942470360","1967688505","1992252281","2016055125","2039394427","2062391160","2085275472","2108002149","2130648799","2153052462","2175161548","2197315776","2219685129","2241851990","2264274622","2286858903","2309552246","2332117164","2354407534","2376575122","2398470399","2419172748",
"IDA & IBRD total","IBT","Population, male","SP.POP.TOTL.MA.IN","1157957449","1172968334","1194829352","1222986955","1251368584","1280554829","1311625913","1342697685","1374625301","1407771476","1441734556","1476436231","1510747670","1545066687","1579196810","1612724760","1646013796","1679081264","1712701674","1747065809","1781899022","1817703486","1855188843","1893248566","1931339921","1970218417","2010254592","2051407198","2092962338","2134266744","2175205804","2215428361","2254858792","2293887558","2332626691","2371028928","2409205228","2447305288","2485130216","2522442174","2559279611","2595907223","2632446009","2669108485","2705827722","2742657467","2779444958","2816175364","2853200584","2890701171","2928418458","2966642471","3005143363","3044091061","3083295512","3122639185","3162265412","3202005996","3240968101",
"IDA total","IDA","Population, male","SP.POP.TOTL.MA.IN","192097123","196694756","201472067","206444848","211629008","217030305","222668520","228531137","234570039","240716744","246925952","253181675","259516814","265998445","272726776","279769863","287154217","294864463","302883713","311179900","319729058","328532013","337601749","346940537","356549387","366428966","376573325","386979139","397656196","408632744","419962169","431520628","443386403","455456255","467647351","479944425","492344659","504834928","517441711","530189893","543224486","556512796","570054849","583833013","597825573","612008668","626392496","641013816","655884808","671016042","686566468","702367849","718284460","734538815","751178348","768231651","785690290","803535597","821795353",
"IDA blend","IDB","Population, male","SP.POP.TOTL.MA.IN","63217346","64699231","66253086","67875717","69563611","71313828","73129229","75012719","76962572","78977662","81058645","83202342","85416122","87724091","90158745","92741492","95483263","98374294","101396978","104522398","107729788","111010270","114366519","117802034","121324673","124937509","128642776","132431762","136282136","140165388","144117875","147995411","151908218","155852194","159838006","163907870","168110418","172414899","176775884","181117171","185516872","189915936","194339989","198817510","203400551","208123431","213002015","218049874","223257694","228599133","234212010","239921502","245568185","251334346","257221813","263217211","269308328","275481765","281745727",
